OrganizationIdentifier,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,ProviderName
21IOWA_WQX,21IOWA_WQX-22200002,West Lake Osceola,Lake,7100008,41.040011,-93.805285,19,39,STORET
21IOWA_WQX,21IOWA_WQX-22240001,Nelson Lake,Lake,10230007,41.936814,-95.588666,19,47,STORET
21IOWA_WQX,21IOWA_WQX-22240002,Yellow Smoke Lake,Lake,10230007,42.022643,-95.324804,19,47,STORET
21IOWA_WQX,21IOWA_WQX-22250001,Beaver Lake,Lake,7100007,41.532455,-94.212452,19,49,STORET
21IOWA_WQX,21IOWA_WQX-22260001,Lake Wapello,Lake,7100009,40.81972,-92.573748,19,51,STORET
21IOWA_WQX,21IOWA_WQX-22270001,Little River Lake,Lake,10280102,40.750377,-93.779024,19,53,STORET
21IOWA_WQX,21IOWA_WQX-22270002,Nine Eagles Lake,Lake,10280102,40.596744,-93.772298,19,53,STORET
21IOWA_WQX,21IOWA_WQX-22270003,Slipbluff Lake,Lake,10280102,40.653769,-93.852916,19,53,STORET
21IOWA_WQX,21IOWA_WQX-22280001,Silver Lake Max Depth,Lake,7060006,42.423635,-91.326682,19,55,STORET
21IOWA_WQX,21IOWA_WQX-22290001,Lake Geode,Lake,7080107,40.811684,-91.387199,19,57,STORET
21IOWA_WQX,21IOWA_WQX-22290002,Big Hollow Lake,Lake,7080104,40.943648,-91.236947,19,57,STORET
21IOWA_WQX,21IOWA_WQX-22300007,Silver Lake Max Depth,Lake,10230003,43.436994,-95.337068,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300008,East Okoboji Lake,Lake,10230003,43.383101,-95.114833,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300009,West Okoboji Lake,Lake,10230003,43.374803,-95.148909,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300010,Center Lake,Lake,10230003,43.412442,-95.138753,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300011,Lake Minnewashta,Lake,10230003,43.360703,-95.123335,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300012,Lower Gar Lake,Lake,10230003,43.354894,-95.12101,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300013,Upper Gar Lake,Lake,10230003,43.369353,-95.120131,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22300014,Big Spirit Lake,Lake,10230003,43.480762,-95.083319,19,59,STORET
21IOWA_WQX,21IOWA_WQX-22320001,Ingham Lake,Lake,7100002,43.31786,-94.700148,19,63,STORET
21IOWA_WQX,21IOWA_WQX-22330001,Volga Lake (maximum water depth),Lake,7060004,42.895701,-91.770847,19,65,STORET
21IOWA_WQX,21IOWA_WQX-22340001,Rudd Lake,Lake,7080202,43.125705,-92.891889,19,67,STORET
21IOWA_WQX,21IOWA_WQX-22350001,Beeds Lake,Lake,7080204,42.769824,-93.237655,19,69,STORET
21IOWA_WQX,21IOWA_WQX-22370001,Spring Lake Max Depth,Lake,7100006,42.060851,-94.288793,19,73,STORET
21IOWA_WQX,21IOWA_WQX-22390001,Springbrook Lake,Lake,7100007,41.776075,-94.466603,19,77,STORET
21IOWA_WQX,21IOWA_WQX-22400001,Little Wall Lake (maximum water depth),Lake,7080105,42.266698,-93.639526,19,79,STORET
21IOWA_WQX,21IOWA_WQX-22400004,Briggs Woods Lake,Lake,7100005,42.432658,-93.79795,19,79,STORET
21IOWA_WQX,21IOWA_WQX-22410001,Crystal Lake Max Depth,Lake,7080207,43.230268,-93.792392,19,81,STORET
21IOWA_WQX,21IOWA_WQX-22410002,Eldred Sherwood Lake,Lake,7080207,42.941399,-93.564755,19,81,STORET
21IOWA_WQX,21IOWA_WQX-22420001,Lower Pine Lake,Lake,7080207,42.366567,-93.077762,19,83,STORET
21IOWA_WQX,21IOWA_WQX-22420002,Upper Pine Lake,Lake,7080207,42.373707,-93.066439,19,83,STORET
21IOWA_WQX,21IOWA_WQX-22430001,DeSoto Bend Lake,Lake,10230006,41.538074,-95.998315,19,85,STORET
21IOWA_WQX,21IOWA_WQX-22430002,Willow Lake,Lake,10230007,41.76936,-95.788952,19,85,STORET
21IOWA_WQX,21IOWA_WQX-22450001,Lake Hendricks,Lake,7080102,43.370764,-92.548167,19,89,STORET
21IOWA_WQX,21IOWA_WQX-22470001,Crawford Creek Lake,Lake,10230005,42.275811,-95.606917,19,93,STORET
21IOWA_WQX,21IOWA_WQX-22470002,Moorehead Lake,Lake,10230005,42.357536,-95.480268,19,93,STORET
21IOWA_WQX,21IOWA_WQX-22480001,Lake Iowa,Lake,7080209,41.634848,-92.173512,19,95,STORET
21IOWA_WQX,21IOWA_WQX-22500001,Rock Creek Max Depth,Lake,7080106,41.739626,-92.85492,19,99,STORET
21IOWA_WQX,21IOWA_WQX-22500002,Mariposa Lake,Lake,7080106,41.777712,-92.96277,19,99,STORET
21IOWA_WQX,21IOWA_WQX-22520001,Lake Macbride (maximum water depth),Lake,7080208,41.793669,-91.572865,19,103,STORET
21IOWA_WQX,21IOWA_WQX-22520005,Kent Park Lake,Lake,7080209,41.723416,-91.73032,19,103,STORET
21IOWA_WQX,21IOWA_WQX-22530001,Central Park Lake,Lake,7060006,42.112527,-91.137301,19,105,STORET
21IOWA_WQX,21IOWA_WQX-22540001,Lake Belva Deer,Lake,7080106,41.377633,-92.123309,19,107,STORET
21IOWA_WQX,21IOWA_WQX-22540002,Yenruogis Pond,Lake,7080106,41.378564,-92.200503,19,107,STORET
21IOWA_WQX,21IOWA_WQX-22550001,Smith Lake,Lake,7100003,43.123398,-94.24147,19,109,STORET
21IOWA_WQX,21IOWA_WQX-22560001,Poll Miller Park Lake,Lake,7080104,40.712645,-91.435951,19,111,STORET
21IOWA_WQX,21IOWA_WQX-22570001,Pleasant Creek Lake,Lake,7080205,42.12475,-91.810338,19,113,STORET
21IOWA_WQX,21IOWA_WQX-22590001,Williamson Pond Max Depth,Lake,7100009,41.096438,-93.215482,19,117,STORET
21IOWA_WQX,21IOWA_WQX-22590002,Red Haw Lake,Lake,7100008,41.000679,-93.271936,19,117,STORET
21IOWA_WQX,21IOWA_WQX-22600001,Lake Pahoja,Lake,10170203,43.382799,-96.470521,19,119,STORET
21IOWA_WQX,21IOWA_WQX-22610004,Badger Creek Max Depth,Lake,7100008,41.469892,-93.910865,19,121,STORET
21IOWA_WQX,21IOWA_WQX-22620001,Hawthorn Lake,Lake,7080106,41.476188,-92.458856,19,123,STORET
21IOWA_WQX,21IOWA_WQX-22620002,Lake Keomah,Lake,7080105,41.29513,-92.538181,19,123,STORET
21IOWA_WQX,21IOWA_WQX-22620003,White Oak Lake,Lake,7080105,41.273886,-92.476195,19,123,STORET
21IOWA_WQX,21IOWA_WQX-22630002,Roberts Creek Lake,Lake,7100008,41.421586,-93.049232,19,125,STORET
21IOWA_WQX,21IOWA_WQX-22640001,Green Castle Lake,Lake,7080208,41.929669,-92.86022,19,127,STORET
21IOWA_WQX,21IOWA_WQX-22670001,Oldham Lake,Lake,10230001,42.008006,-95.789494,19,133,STORET
21IOWA_WQX,21IOWA_WQX-22670002,Blue Lake,Lake,10230001,42.044091,-96.159277,19,133,STORET
21IOWA_WQX,21IOWA_WQX-22680001,Lake Miami Max Depth,Lake,7100009,41.121522,-92.843984,19,135,STORET
21IOWA_WQX,21IOWA_WQX-22690001,Viking Lake,Lake,10240009,40.97617,-95.029909,19,137,STORET
21IOWA_WQX,21IOWA_WQX-22710001,Mill Creek Lake,Lake,10230003,42.984876,-95.67121,19,141,STORET
21IOWA_WQX,21IOWA_WQX-22710002,Dog Creek Lake,Lake,10230003,42.936142,-95.467677,19,141,STORET
21IOWA_WQX,21IOWA_WQX-22730001,Pierce Creek Lake,Lake,10240003,40.831306,-95.357746,19,145,STORET
21IOWA_WQX,21IOWA_WQX-22740001,Five Island Lake,Lake,7100002,43.141767,-94.660349,19,147,STORET
21IOWA_WQX,21IOWA_WQX-22740002,Lost Island Lake,Lake,10230003,43.175492,-94.901916,19,147,STORET
21IOWA_WQX,21IOWA_WQX-22740003,Silver Lake (Palo Alto County),Lake,7100002,43.030235,-94.88418,19,147,STORET
21IOWA_WQX,21IOWA_WQX-22770001,Easter Lake (maximum water depth),Lake,7100008,41.545387,-93.556884,19,153,STORET
21IOWA_WQX,21IOWA_WQX-22770004,Big Creek,Lake,7100004,41.793971,-93.731388,19,153,STORET
21IOWA_WQX,21IOWA_WQX-22770006,Grays Lake,Lake,7100006,41.569883,-93.639426,19,153,STORET
21IOWA_WQX,21IOWA_WQX-22770007,Blue Heron Lake,Lake,7100006,41.544302,-93.725918,19,153,STORET
21IOWA_WQX,21IOWA_WQX-22780002,Arrowhead Lake (Pottawatamie),Lake,10230006,41.435847,-95.592848,19,155,STORET
21IOWA_WQX,21IOWA_WQX-22780003,Lake Manawa,Lake,10230006,41.205027,-95.857569,19,155,STORET
21IOWA_WQX,21IOWA_WQX-22790004,Arbor Lake Max Depth,Lake,7080106,41.731706,-92.732963,19,157,STORET
21IOWA_WQX,21IOWA_WQX-22790005,Diamond Lake,Lake,7080106,41.584702,-92.556038,19,157,STORET
21IOWA_WQX,21IOWA_WQX-22800001,Fogle Lake,Lake,10280101,40.814194,-94.350808,19,159,STORET
21IOWA_WQX,21IOWA_WQX-22810001,Arrowhead Lake (Sac),Lake,7100006,42.29701,-95.051155,19,161,STORET
21IOWA_WQX,21IOWA_WQX-22810002,Black Hawk Lake,Lake,7100006,42.29675,-95.028292,19,161,STORET
21IOWA_WQX,21IOWA_WQX-22820001,Lake of the Hills,Lake,7080101,41.521358,-90.676495,19,163,STORET
21IOWA_WQX,21IOWA_WQX-22830001,Manteno Lake,Lake,10230007,41.853559,-95.467471,19,165,STORET
21IOWA_WQX,21IOWA_WQX-22830002,Prairie Rose Lake,Lake,10240002,41.601319,-95.227489,19,165,STORET
21IOWA_WQX,21IOWA_WQX-22850001,Hickory Grove Lake (maximum water depth),Lake,7080105,41.990363,-93.36369,19,169,STORET
21IOWA_WQX,21IOWA_WQX-22860003,Union Grove Lake,Lake,7080208,42.125205,-92.718868,19,171,STORET
21IOWA_WQX,21IOWA_WQX-22870001,Lake of Three Fires Max Depth,Lake,10240013,40.709919,-94.689703,19,173,STORET
21IOWA_WQX,21IOWA_WQX-22870002,Wilson Lake,Lake,10240013,40.837446,-94.541751,19,173,STORET
21IOWA_WQX,21IOWA_WQX-22870003,Windmill Lake,Lake,10240013,40.731039,-94.827079,19,173,STORET
21IOWA_WQX,21IOWA_WQX-22880001,Green Valley Lake,Lake,10240012,41.097367,-94.383493,19,175,STORET
21IOWA_WQX,21IOWA_WQX-22880002,Thayer Lake,Lake,10280102,41.02162,-94.065683,19,175,STORET
21IOWA_WQX,21IOWA_WQX-22880003,Three Mile Lake,Lake,10280102,41.071382,-94.212987,19,175,STORET
21IOWA_WQX,21IOWA_WQX-22880004,Twelve Mile Lake,Lake,10280102,41.055718,-94.255028,19,175,STORET
21IOWA_WQX,21IOWA_WQX-22880005,Summit Lake,Lake,10240012,41.059964,-94.396477,19,175,STORET
21IOWA_WQX,21IOWA_WQX-22890001,Indian Lake (maximum water depth),Lake,7100009,40.629091,-91.750784,19,177,STORET
21IOWA_WQX,21IOWA_WQX-22890004,Lacey Keosauqua Lake,Lake,7100009,40.711232,-91.970015,19,177,STORET
21IOWA_WQX,21IOWA_WQX-22890005,Lake Sugema,Lake,7100009,40.683281,-91.987545,19,177,STORET
21IOWA_WQX,21IOWA_WQX-22900001,Ottumwa Lagoon Max Depth,Lake,7100009,41.006922,-92.428049,19,179,STORET
21IOWA_WQX,21IOWA_WQX-22910001,Hooper Pond Lake,Lake,7100008,41.277636,-93.5902,19,181,STORET
21IOWA_WQX,21IOWA_WQX-22910002,Lake Ahquabi,Lake,7100008,41.293412,-93.596505,19,181,STORET
21IOWA_WQX,21IOWA_WQX-22920004,Lake Darling Max Depth,Lake,7080107,41.201574,-91.904973,19,183,STORET
21IOWA_WQX,21IOWA_WQX-22930001,Bob White Lake,Lake,10280201,40.7187,-93.400695,19,185,STORET
21IOWA_WQX,21IOWA_WQX-22940001,Badger Lake,Lake,7100004,42.586293,-94.192441,19,187,STORET
21IOWA_WQX,21IOWA_WQX-22940002,Brushy Creek Lake,Lake,7100004,42.38921,-93.980642,19,187,STORET
21IOWA_WQX,21IOWA_WQX-22960004,Lake Meyer (maximum water depth),Lake,7060004,43.175194,-91.91351,19,191,STORET
21IOWA_WQX,21IOWA_WQX-22970001,Browns Lake,Lake,10230001,42.308223,-96.325165,19,193,STORET
21IOWA_WQX,21IOWA_WQX-22970002,Little Sioux Park Lake,Lake,10230003,42.446717,-95.802362,19,193,STORET
21IOWA_WQX,21IOWA_WQX-22970003,Snyder Bend Lake,Lake,10230001,42.281611,-96.335555,19,193,STORET
21IOWA_WQX,21IOWA_WQX-22990001,Lake Cornelia (maximum water depth),Lake,7100005,42.79134,-93.690345,19,197,STORET
21IOWA_WQX,21IOWA_WQX-23000004,Matsell Bridge Wetland 10c,Wetland Undifferentiated,7080102,42.147015,-91.408514,19,113,STORET
21IOWA_WQX,21IOWA_WQX-23000028,Private Wetland 3,Wetland Undifferentiated,7080201,43.313889,-92.674469,19,131,STORET
21IOWA_WQX,21IOWA_WQX-23000093,Doolittle Prairie Wetland 112,Wetland Undifferentiated,7080105,42.14845,-93.58898,19,169,STORET
21IOWA_WQX,21IOWA_WQX-23000094,Kalsow Prairie Wetland 113,Wetland Undifferentiated,7100004,42.56765,-94.56406,19,151,STORET
21IOWA_WQX,21IOWA_WQX-23000096,Hartley Heritage Fen 115,Wetland Undifferentiated,7080105,41.76187,-93.34756,19,99,STORET
21IOWA_WQX,21IOWA_WQX-23000097,Turtlehead Fen 117,Wetland Undifferentiated,7080105,41.78547,-93.34611,19,99,STORET
21IOWA_WQX,21IOWA_WQX-23000118,Buffalo Slough 267,Wetland Undifferentiated,7080203,43.17656,-93.18717,19,33,STORET
21IOWA_WQX,21IOWA_WQX-23170009,Union Hills WPA Wetland 206,Wetland Undifferentiated,7080204,43.021582,-93.423084,19,33,STORET
21IOWA_WQX,21IOWA_WQX-23170010,Hoffman Prairie Wetland 203,Wetland Undifferentiated,7080203,43.134292,-93.456158,19,33,STORET
21IOWA_WQX,21IOWA_WQX-23950007,Pilot Knob State Rec Area Wetland 36,Wetland Undifferentiated,7080203,43.260296,-93.553705,19,189,STORET
21IOWA_WQX,21IOWA_WQX-26770002,Big Creek 319 (BCL4),Lake,7100004,41.831896,-93.752774,19,153,STORET
21IOWA_WQX,21IOWA_WQX-26770004,Big Creek 319 (BCL5),Lake,7100004,41.82228,-93.761837,19,153,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-12,Maquoketa River,River/Stream,7060006,42.119231,-90.393975,19,97,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-15,Maquoketa River,River/Stream,7060006,42.184872,-90.977364,19,105,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-16,Maquoketa River,River/Stream,7060006,42.482458,-91.458612,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-19,Maquoketa River,River/Stream,7060006,42.5772,-91.5482,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-51,Coffins Creek,River/Stream,7060006,42.49654312,-91.53009795,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-53,Honey Creek,River/Stream,7060006,42.5277,-91.4428,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-54,Lindsey Creek,River/Stream,7060006,42.54987942,-91.42478287,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-6560,Honey Creek,River/Stream,7060006,42.61261269,-91.40793819,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-MAQ-6561,Routherford Branch,River/Stream,7060006,42.586399,-91.387753,19,55,STORET
EPA_R7_WQX,EPA_R7_WQX-01-NMQ-103,Whitewater Creek,River/Stream,7060006,42.304402,-90.911659,19,61,STORET
EPA_R7_WQX,EPA_R7_WQX-01-NMQ-90,North Fork Maquoketa River,River/Stream,7060006,42.299388,-91.012551,19,61,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-236,Upper Iowa River,River/Stream,7060002,43.47449,-91.294889,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-239,Upper Iowa River,River/Stream,7060002,43.305215,-91.74253,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-241,Upper Iowa River,River/Stream,7060002,43.407071,-91.898068,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-248,French Creek,River/Stream,7060002,43.41924,-91.39281,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-249,Clear Creek,River/Stream,7060002,43.438883,-91.411467,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-250,Silver Creek,River/Stream,7060002,43.392277,-91.461069,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-251,Bear Creek,River/Stream,7060002,43.427027,-91.511279,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-252,South Bear Creek,River/Stream,7060002,43.448662,-91.616818,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-253,Waterloo Creek,River/Stream,7060002,43.46397461,-91.49878032,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-254,Duck Creek,River/Stream,7060002,43.48164867,-91.51801615,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-255,North Bear Creek,River/Stream,7060002,43.449387,-91.616143,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-257,Paint Creek (aka Pine Cr.),River/Stream,7060002,43.394987,-91.589686,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-259,Patterson Creek,River/Stream,7060002,43.360199,-91.574923,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-260,Canoe Creek,River/Stream,7060002,43.36707285,-91.61834553,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-265,Coon Creek,River/Stream,7060002,43.311694,-91.620526,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-266,Trout Creek,River/Stream,7060002,43.317612,-91.670453,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-269,Trout Creek (aka Trout Run),River/Stream,7060002,43.290366,-91.758971,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-272,Dry Run,River/Stream,7060002,43.291582,-91.809574,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-273,Twin Springs Creek,River/Stream,7060002,43.29834383,-91.81148874,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-274,Ten Mile Creek,River/Stream,7060002,43.332961,-91.852586,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-275,Unnamed Creek (aka Casey Spring Cr.),River/Stream,7060002,43.357634,-91.864801,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-278,Pine Creek,River/Stream,7060002,43.408723,-91.899129,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-280,Coldwater Creek,River/Stream,7060002,43.434177,-91.947661,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-284,Nichols Creek (aka Bigalk Cr.),River/Stream,7060002,43.473928,-92.07971,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-286,Beaver Creek,River/Stream,7060002,43.4525,-92.336,19,89,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-288,Staff Creek,River/Stream,7060002,43.491535,-92.424176,19,89,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6552,Dry Run Creek,River/Stream,7060002,43.26129301,-91.88325189,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6554,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.24147295,-91.87855177,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6555,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.24155422,-91.8933675,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6556,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.24213004,-91.90360483,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6557,Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.30605999,-91.86369116,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6558,Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.27309993,-91.85072444,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6569,Unnamed Tributary to Silver Creek,River/Stream,7060002,43.391719,-92.100106,19,89,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6570,Unnamed Tributary to Waterloo Creek,River/Stream,7060002,43.470215,-91.504301,19,5,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6596,Siewers Spring,River/Stream,7060002,43.272649,-91.780269,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6597,Unnamed Tributary to Upper Iowa River,River/Stream,7060002,43.304702,-91.775094,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-01-UIA-6600,Unnamed Tributary to Dry Run Creek,River/Stream,7060002,43.25530069,-91.8690706,19,191,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NOD-1388,Nodaway River,River/Stream,10240010,40.61499901,-95.01999716,19,145,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NOD-1389,Nodaway River (aka West Nodaway R.),River/Stream,10240009,40.6593365,-95.0282728,19,145,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NOD-1391,East Nodaway River,River/Stream,10240010,40.7274349,-94.9797496,19,145,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NSH-1412,Nishnabotna River,River/Stream,10240004,40.60174359,-95.64562143,19,71,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NSH-1414,East Nishnabotna River,River/Stream,10240003,40.6878387,-95.57703447,19,71,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NSH-1415,East Nishnabotna River,River/Stream,10240003,40.7856731,-95.3848908,19,71,STORET
EPA_R7_WQX,EPA_R7_WQX-05-NSH-1441,West Nishnabotna River,River/Stream,10240002,40.9872773,-95.5279083,19,129,STORET
EPA_R7_WQX,EPA_R7_WQX-05-TAR-1495,Tarkio River,River/Stream,10240005,40.654303,-95.2206081,19,145,STORET
EPA_R7_WQX,EPA_R7_WQX-05-TAR-1497,West Tarkio Creek,River/Stream,10240005,40.683924,-95.306209,19,145,STORET
EPA_R7_WQX,EPA_R7_WQX-DM1,Prairie Creek 6,River/Stream,7100002,43.067291,-94.484505,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM10,Prairie Creek 3,River/Stream,7100002,43.111885,-94.526958,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM11,Prairie Creek 2,River/Stream,7100002,43.12646,-94.526726,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM12,Prairie Creek 1,River/Stream,7100002,43.141026,-94.508819,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM2,Unnamed,River/Stream,7100002,43.067384,-94.461067,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM3,Prairie Creek 7,River/Stream,7100002,43.052718,-94.474233,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM4,Unnamed,River/Stream,7100002,43.052812,-94.470349,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM5,Prairie Creek 5,River/Stream,7100002,43.082942,-94.498192,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM6,Unnamed,River/Stream,7100002,43.083002,-94.467061,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM7,Prairie Creek 4,River/Stream,7100002,43.097395,-94.513754,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM8,Unnamed,River/Stream,7100002,43.097533,-94.496941,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-DM9,Unnamed,River/Stream,7100002,43.112148,-94.500334,19,147,STORET
EPA_R7_WQX,EPA_R7_WQX-HD1,Tipton Creek 7,River/Stream,7080207,42.370959,-93.346714,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD10,Unnamed,River/Stream,7080207,42.428409,-93.52123,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD11,Tipton Creek 1,River/Stream,7080207,42.441173,-93.520782,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD12,Unnamed,River/Stream,7080207,42.382047,-93.444244,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD13,Unnamed,River/Stream,7080207,42.368336,-93.357851,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD14,Unnamed,River/Stream,7080207,42.403127,-93.501808,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD15,New York Branch 1,River/Stream,7080207,42.406283,-93.540821,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD2,Tipton Creek 6,River/Stream,7080207,42.381022,-93.385824,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD3,Tipton Creek 5,River/Stream,7080207,42.38806,-93.424686,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD4,Tipton Creek 4,River/Stream,7080207,42.398182,-93.443677,19,83,STORET
EPA_R7_WQX,EPA_R7_WQX-HD5,New York Branch 4,River/Stream,7080207,42.39814,-93.474345,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD7,New York Branch 2,River/Stream,7080207,42.401997,-93.521313,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD8,Tipton Creek 3,River/Stream,7080207,42.408003,-93.463021,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-HD9,Tipton Creek 2,River/Stream,7080207,42.415798,-93.477396,19,79,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR001,North Raccoon River 1,River/Stream,7100006,41.849423,-94.139807,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR002,North Raccoon River 2,River/Stream,7100006,41.836955,-94.132746,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR003,North Raccoon River 3,River/Stream,7100006,41.790393,-94.102325,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_01,North Raccoon River,River/Stream,7100006,41.849423,-94.139807,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_02,North Raccoon River,River/Stream,7100006,41.836955,-94.132746,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-NRR_03,North Raccoon River,River/Stream,7100006,41.790393,-94.102325,19,49,STORET
EPA_R7_WQX,EPA_R7_WQX-R7RAFT-MSK002,Iowa River at Pow-wow Grounds,River/Stream,7080208,41.967092,-92.63807,19,171,STORET
EPA_R7_WQX,EPA_R7_WQX-RC1,Drainage Ditch 31,River/Stream,7100006,42.324676,-94.877304,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC10,Unnamed,River/Stream,7100006,42.2532,-94.885138,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC11,Unnamed,River/Stream,7100006,42.25102,-94.936227,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC12,Unnamed,River/Stream,7100006,42.27389,-94.916693,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC13,Unnamed,River/Stream,7100006,42.297499,-94.935978,19,161,STORET
EPA_R7_WQX,EPA_R7_WQX-RC14,Unnamed,River/Stream,7100006,42.284008,-94.936115,19,161,STORET
